Campaign Name,Date,Impressions,Clicks,Spend,Conversions,Revenue,CTR,ROAS,Conversion Rate
Campaign C,2024-01-11,15008,6615,4563.58,130,8978.04,44.076492537313435,1.9673238992194726,1.9652305366591083
Campaign D,2024-03-21,82677,8073,2301.06,76,1380.76,9.7645052432962,0.6000538882080433,0.9414096370618109
Campaign C,2024-08-13,7565,9753,3933.6,79,4341.29,128.92267019167218,1.1036429733577384,0.810007177278786
Campaign D,2023-03-17,56679,6737,3624.76,280,411.36,11.88623652499162,0.1134861342544058,4.156152590173668
Campaign C,2023-01-05,12339,7762,2720.29,86,6547.83,62.906232271658965,2.4070338088953753,1.107961865498583
Campaign C,2023-02-25,50433,7739,3192.7,258,9605.49,15.3451113358317,3.0085789457199237,3.3337640522031267
Campaign D,2023-02-07,79936,7245,1118.26,108,4633.79,9.063500800640513,4.143750111780802,1.4906832298136645
Campaign C,2023-06-04,32032,6890,2473.22,437,6136.76,21.50974025974026,2.4812835089478495,6.342525399129173
Campaign D,2024-01-31,61838,7545,4824.0,456,211.21,12.201235486270578,0.043783167495854064,6.043737574552684
Campaign C,2023-03-16,48024,6187,2740.93,283,3430.3,12.883141762452107,1.251509524139617,4.574106998545337
Campaign C,2023-04-02,11472,4695,3758.16,314,5167.23,40.92573221757323,1.3749361389616195,6.687965921192758
Campaign A,2024-03-30,44700,4703,2898.64,101,1114.99,10.521252796420582,0.3846597024811636,2.147565383797576
Campaign D,2024-09-05,39890,7619,3718.03,239,2396.86,19.100025068939583,0.6446585960844856,3.1368946055912854
Campaign A,2023-03-19,43800,5410,4052.88,498,453.29,12.351598173515981,0.11184392333353073,9.205175600739372
Campaign B,2023-02-28,36948,9957,2376.37,151,1321.04,26.948684637869434,0.5559066980310305,1.5165210404740384
Campaign A,2023-05-11,26603,2819,1068.9,294,5684.23,10.5965492613615,5.317831415473851,10.429230223483504
Campaign A,2023-07-05,93709,7620,1365.29,157,1380.33,8.131556200578387,1.0110159746281009,2.0603674540682415
Campaign B,2024-08-05,40240,1479,1109.4,161,1690.31,3.67544731610338,1.5236253830899584,10.885733603786342
Campaign A,2023-03-22,54454,891,2865.89,452,6442.09,1.6362434348257244,2.247849708118595,50.729517396184065
Campaign D,2023-07-31,65573,9390,314.33,268,969.69,14.319918259039543,3.0849425762733436,2.8541001064962725
Campaign D,2023-06-12,14479,3846,1689.23,290,2406.16,26.56260791491125,1.4244123061986822,7.540301612064483
Campaign D,2024-03-11,94729,5085,4025.38,216,9954.51,5.367944346504238,2.4729367165335945,4.2477876106194685
Campaign D,2023-07-28,60935,5673,2722.34,422,4176.62,9.309920406991056,1.534202193701007,7.438744932134673
Campaign A,2023-02-23,94351,789,4941.7,177,7194.94,0.8362391495585632,1.4559645466135136,22.433460076045627
Campaign B,2023-10-22,4807,9510,3659.05,209,6528.14,197.83648845433743,1.7841078968584743,2.1976866456361726
Campaign A,2024-12-01,13336,790,3334.03,499,7444.03,5.923815236952609,2.2327423568474187,63.16455696202532
Campaign C,2024-04-24,32429,7943,1562.54,460,4128.38,24.4935088963582,2.642095562353604,5.791262747072894
Campaign B,2024-08-07,49232,6994,2829.62,432,8581.22,14.206207344816379,3.0326404252161066,6.17672290534744
Campaign D,2023-01-27,43024,6462,149.71,173,130.88,15.019523986612123,0.8742234987642775,2.677189724543485
Campaign D,2024-10-28,32864,8737,4944.27,394,816.0,26.585321324245374,0.1650395306081585,4.509557056197779
Campaign D,2023-07-24,59398,3176,4901.97,371,5991.46,5.346981379844439,1.2222555421595807,11.681360201511334
Campaign D,2024-03-27,55415,8426,3032.35,305,7901.0,15.205269331408463,2.605569937507214,3.619748397816283
Campaign A,2024-06-26,85053,897,3656.47,157,150.73,1.0546365207576454,0.041222818729539694,17.502787068004462
Campaign B,2023-09-17,44350,4504,1983.52,362,5137.53,10.155580608793686,2.5901074856820197,8.037300177619894
Campaign A,2023-11-03,65793,9740,578.83,55,1882.46,14.80400650525132,3.2521811239915,0.5646817248459959
Campaign A,2023-07-16,12654,4408,2241.29,479,8192.07,34.83483483483483,3.6550691789103595,10.86660617059891
Campaign B,2024-11-10,30447,2567,2020.69,476,3629.18,8.431044109436069,1.7960102737183832,18.543046357615893
Campaign A,2023-03-15,30262,2460,2811.5,393,699.68,8.129006675038001,0.24886359594522495,15.975609756097562
Campaign B,2024-03-10,8794,239,3866.25,164,9749.92,2.7177621105299066,2.5218027804720338,68.6192468619247
Campaign A,2023-10-25,52260,5374,414.16,437,1630.97,10.283199387677,3.938019123044234,8.131745441012281
Campaign A,2023-08-31,55203,6944,1936.89,426,6230.34,12.579026502182852,3.2166720877282655,6.13479262672811
Campaign A,2023-08-06,12916,2933,2064.37,474,4147.57,22.708268813874263,2.009121426875996,16.160927378111147
Campaign A,2024-03-15,92826,1551,4533.62,266,5432.36,1.6708680757546377,1.198238934890882,17.150225660863956
Campaign C,2023-10-04,68263,3542,2160.18,218,8135.26,5.188755255409226,3.766010239887417,6.154714850367024
Campaign A,2024-03-27,16450,8518,1091.31,212,4893.32,51.78115501519757,4.483895501736445,2.4888471472176565
Campaign C,2023-04-04,10293,3646,3653.02,87,3384.12,35.42213154571068,0.9263896721069143,2.3861766319253976
Campaign B,2024-09-08,89478,7026,3075.98,247,858.33,7.852209481660297,0.2790427766110313,3.5155138058639337
Campaign C,2024-10-05,93447,5012,1207.38,494,5685.97,5.363468062110073,4.709345856316983,9.85634477254589
Campaign A,2023-02-03,52272,864,4549.46,37,2765.15,1.6528925619834711,0.6077974089232568,4.282407407407407
Campaign D,2023-02-16,75044,9371,1657.64,229,294.79,12.487340760087415,0.17783716609155184,2.4437093159748158
Campaign A,2024-11-21,97779,2039,4045.01,192,7452.31,2.085314842655376,1.8423464960531617,9.416380578715057
Campaign B,2023-05-09,1143,100,4840.66,107,5228.21,8.748906386701663,1.0800613965864159,107.0
Campaign C,2023-09-02,81326,8240,1810.05,280,9384.68,10.1320610874751,5.184762851854922,3.3980582524271843
Campaign A,2023-08-01,54823,2487,538.98,371,5874.98,4.536417197161775,10.900181824928568,14.917571371129876
Campaign B,2024-07-14,65422,3437,1771.93,255,7801.85,5.253584421142735,4.40302382148279,7.41926098341577
Campaign B,2024-02-21,91626,2324,412.98,277,6934.07,2.53639796564294,16.790328829483265,11.919104991394148
Campaign A,2023-10-05,99498,107,4653.66,193,6390.67,0.10753985004723712,1.3732567484517564,180.37383177570095
Campaign C,2024-10-12,11743,9394,3361.6,488,1614.22,79.99659371540491,0.4801939552594003,5.194805194805195
Campaign B,2024-02-25,52984,8084,4279.14,482,6174.23,15.257436207156877,1.4428670246825295,5.962394854032657
Campaign D,2023-04-19,54407,6474,3009.99,455,1751.15,11.899204146525264,0.5817793414596063,7.028112449799197
Campaign B,2023-06-26,4153,6153,4177.91,324,6381.58,148.15795810257646,1.5274575086586355,5.2657240370550955
Campaign C,2024-10-31,5463,2613,1800.47,37,6365.64,47.83086216364635,3.53554349697579,1.4159969383849982
Campaign C,2023-05-13,73569,7735,4565.82,213,1177.12,10.513939295083526,0.25781130224143745,2.75371687136393
Campaign B,2023-08-16,1909,737,3224.42,341,5256.73,38.606600314300685,1.6302869973514615,46.26865671641791
Campaign B,2023-02-28,18101,6252,1571.72,285,6091.11,34.53952820286172,3.8754421907209933,4.558541266794626
Campaign A,2023-08-31,20771,3917,3884.07,85,7366.44,18.858023205430648,1.896577559106813,2.1700280827163647
Campaign B,2024-05-02,52098,4090,4464.89,111,4529.33,7.850589274060425,1.0144326064023972,2.7139364303178484
Campaign B,2023-11-21,59349,8223,1596.18,451,7521.91,13.85533033412526,4.712444711749301,5.484616320077831
Campaign B,2024-06-09,79598,8404,2851.82,317,7931.06,10.5580542224679,2.7810521000624164,3.7720133269871488
Campaign A,2024-02-01,15079,7509,2415.94,302,7680.32,49.7977319450892,3.1790193465069496,4.021840458116927
Campaign C,2024-12-12,86711,6569,1665.7,18,713.32,7.575740102178501,0.42824037942006365,0.2740143096361699
Campaign A,2023-07-08,18944,9383,2236.58,393,4887.24,49.53019425675676,2.1851398116767564,4.188425876585314
Campaign B,2023-05-15,45474,1263,4306.66,128,9471.5,2.7774112679773055,2.1992681103221523,10.134600158353127
Campaign A,2023-03-26,63122,6597,1618.81,119,9744.86,10.451189759513325,6.019767607069391,1.8038502349552825
Campaign D,2024-07-16,43968,1044,191.8,287,3675.65,2.3744541484716155,19.16397288842544,27.490421455938694
Campaign D,2023-11-06,46209,4554,1716.46,132,8150.42,9.855223008504836,4.748389126457942,2.898550724637681
Campaign A,2024-12-15,83867,5222,1868.85,375,6355.65,6.226525331775311,3.4008347379404444,7.1811566449636155
Campaign B,2023-05-19,22570,9726,775.0,372,4937.21,43.092600797518834,6.370593548387097,3.824799506477483
Campaign D,2024-03-11,24116,1872,2586.01,174,1978.53,7.762481340189085,0.7650898488404917,9.294871794871796
Campaign D,2023-10-05,58414,7918,1658.65,180,7755.09,13.55496969904475,4.6755433635788135,2.2733013387218994
Campaign A,2024-10-18,63631,6802,1446.24,27,7823.08,10.689758136757241,5.409254342294502,0.3969420758600412
Campaign C,2023-09-09,17074,5803,2465.52,202,2308.5,33.98734918589669,0.9363136376910347,3.4809581251077026
Campaign D,2024-07-24,43822,5587,1920.21,341,9546.89,12.749304002555794,4.971794751615708,6.1034544478253085
Campaign B,2024-11-20,25506,4277,2336.24,162,6362.24,16.76860346585117,2.723281854603979,3.7877016600420856
Campaign A,2023-03-09,26981,3921,4054.81,88,121.41,14.532448760238687,0.02994221677464542,2.244325427186942
Campaign A,2023-07-19,17448,8760,2523.86,306,875.64,50.20632737276479,0.34694475921802315,3.493150684931507
Campaign D,2024-07-22,48691,5201,1159.21,387,625.93,10.681645478630548,0.5399625607094486,7.440876754470294
Campaign B,2023-12-31,42588,182,4284.49,252,8791.12,0.4273504273504274,2.0518474777628146,138.46153846153845
Campaign B,2023-01-25,76543,1338,3601.46,126,2556.49,1.7480370510693337,0.7098482282185558,9.417040358744394
Campaign A,2023-07-27,85825,8748,449.37,316,6138.91,10.192834255752986,13.661147829183077,3.61225422953818
Campaign D,2024-02-17,40964,5753,3713.94,242,5758.41,14.044038668098818,1.550485468262815,4.2065009560229445
Campaign B,2024-04-25,45112,8330,3482.73,39,2736.33,18.4651533959922,0.7856853675134162,0.46818727490996404
Campaign B,2023-06-27,21609,5748,1986.92,82,1821.2,26.600027766208523,0.9165945282145229,1.4265831593597773
Campaign C,2023-11-05,79695,4374,4579.29,117,3192.82,5.488424618859401,0.6972303566710124,2.674897119341564
Campaign A,2024-12-24,68991,8266,2057.93,308,7708.52,11.981272919656186,3.7457639472674003,3.726106944108396
Campaign B,2023-10-13,97793,4857,1695.2,291,1665.98,4.966613152270613,0.9827630957999056,5.991352686843731
Campaign D,2023-01-27,73734,5854,1489.42,387,9132.73,7.939349553801503,6.131735843482697,6.610864366245302
Campaign B,2023-11-01,57712,658,2847.28,325,4271.29,1.1401441641253118,1.5001299485825066,49.39209726443769
Campaign A,2024-09-21,46202,2522,244.87,60,8548.85,5.458638154192459,34.91178992935027,2.379064234734338
Campaign C,2023-12-10,69827,5264,1273.1,433,1075.09,7.538631188508743,0.8444662634514178,8.225683890577509
Campaign A,2024-05-17,57832,3222,393.89,210,9907.18,5.571310001383317,25.15214907715352,6.517690875232775
Campaign B,2024-02-18,61481,2971,433.21,386,1594.41,4.832387241586831,3.680455206481845,12.992258498821945
Campaign C,2024-11-03,21650,2727,4670.04,401,8524.51,12.595842956120093,1.8253612388758984,14.704803813714703
Campaign D,2023-01-20,99951,2284,2081.2,250,4242.26,2.285119708657242,2.038372093023256,10.945709281961472
Campaign B,2023-11-25,61176,411,927.86,119,1580.27,0.6718320910160848,1.7031340935054857,28.953771289537713
Campaign D,2024-02-08,25762,2555,1546.69,312,497.81,9.917708252464871,0.32185505822110444,12.211350293542074
Campaign B,2024-03-17,88957,4322,1830.73,202,8380.37,4.858527153568578,4.5776111168768745,4.673762147154095
Campaign D,2023-12-20,17875,9859,927.94,394,4127.62,55.15524475524476,4.448153975472552,3.996348514048078
Campaign D,2024-11-06,23302,5694,3940.12,441,932.43,24.43567075787486,0.23665015278722476,7.744994731296101
Campaign D,2024-09-06,36040,1099,944.24,283,7290.34,3.049389567147614,7.720854867406592,25.75068243858053
Campaign C,2023-01-03,29029,626,3045.93,103,9313.57,2.1564642254297426,3.0577097963511966,16.45367412140575
Campaign B,2023-05-05,20168,5927,4113.05,456,5742.71,29.38813962713209,1.3962169193177811,7.693605533996963
Campaign D,2023-01-19,7267,2845,1544.2,263,1383.68,39.14958029448191,0.896049734490351,9.244288224956062
Campaign A,2023-01-17,53469,3223,2899.32,152,2121.3,6.027791804597056,0.7316543189437523,4.716103009618368
Campaign D,2024-04-23,49581,2730,946.26,340,511.49,5.506141465480729,0.5405385412043202,12.454212454212454
Campaign B,2023-02-14,67495,6248,2208.0,258,6677.34,9.256981998666568,3.0241576086956523,4.12932138284251
Campaign C,2024-01-17,76132,7719,869.02,53,1777.74,10.1389691588294,2.045683643644565,0.6866174374919031
Campaign B,2023-01-14,77611,6909,4947.01,479,9926.51,8.902088621458299,2.0065676034614848,6.9329859603415835
Campaign D,2023-09-30,31261,3471,1925.08,348,4949.13,11.103291641342247,2.5708697820350324,10.025929127052722
Campaign A,2024-03-26,90471,175,920.81,454,7568.29,0.1934321495285782,8.21916573451635,259.42857142857144
Campaign A,2023-06-16,46902,6567,1943.8,363,3241.12,14.001535115773315,1.6674143430394073,5.527638190954774
Campaign A,2024-07-04,68431,1866,3282.86,169,2522.82,2.7268343294705613,0.7684823598935075,9.056806002143624
Campaign D,2023-03-27,39495,8776,4976.76,61,1646.84,22.22053424484112,0.33090605132656586,0.695077484047402
Campaign B,2023-01-19,38929,1431,4486.24,360,5338.39,3.675922833877058,1.189947483861764,25.157232704402517
Campaign A,2024-12-03,80348,639,3799.65,201,4794.43,0.7952904863842286,1.2618083244509364,31.455399061032864
Campaign D,2023-03-03,46312,7679,3969.29,85,9125.25,16.581015719467956,2.2989627867956233,1.1069149628857924
Campaign B,2024-05-11,15965,6836,2436.31,78,8940.84,42.81866583150642,3.669828552195739,1.1410181392627268
Campaign D,2024-04-20,55686,5234,4625.12,404,9154.72,9.399130840785835,1.9793475628740442,7.718761941153993
Campaign D,2024-12-10,92252,6180,3592.3,188,9308.86,6.699041755192299,2.5913370264176154,3.042071197411003
Campaign A,2023-02-13,64599,5321,930.1,82,6908.44,8.236969612532702,7.427631437479841,1.5410637098289794
Campaign B,2023-09-05,17591,912,78.29,150,4334.61,5.1844693309078504,55.36607484991697,16.447368421052634
Campaign C,2024-01-15,66333,7879,3968.41,133,7796.4,11.87794913542279,1.9646155513165222,1.688031476075644
Campaign B,2024-07-23,57197,3075,1388.7,99,1324.74,5.3761560921027325,0.9539425361849211,3.2195121951219514
Campaign C,2024-03-11,83705,1630,4489.48,61,1138.49,1.947314975210561,0.25359061628518226,3.742331288343558
Campaign A,2024-01-13,55173,4066,2926.89,48,9782.21,7.369546698566327,3.342185732979374,1.1805213969503197
Campaign D,2024-04-13,24674,6807,4207.03,405,8941.12,27.587744184161465,2.125280780027716,5.949757602468048
Campaign A,2023-07-25,79028,3523,4219.6,344,3345.41,4.457913650857924,0.7928263342496918,9.764405336361055
Campaign C,2024-05-13,94416,276,3757.51,163,4014.78,0.2923233350279614,1.0684682143227828,59.05797101449275
Campaign D,2023-07-01,13084,7128,4554.35,260,4372.96,54.478752675022925,0.960172143115922,3.6475869809203143
Campaign C,2024-09-03,36498,2015,4931.36,278,6737.44,5.520850457559319,1.3662437948152233,13.796526054590572
Campaign A,2023-10-18,94981,1895,2238.02,454,1569.78,1.9951358692791192,0.7014146433007747,23.957783641160947
Campaign C,2023-12-09,33251,8066,2925.72,22,529.92,24.25791705512616,0.1811246462409253,0.2727498140342177
Campaign A,2023-09-24,42701,255,2557.06,294,535.51,0.597175710170722,0.20942410424471855,115.29411764705881
Campaign C,2023-04-19,90757,5861,592.2,199,1353.96,6.457904073514991,2.286322188449848,3.3953250298583857
Campaign A,2024-02-11,81865,5265,4166.11,255,6648.78,6.4313198558602584,1.5959204149674397,4.843304843304843
Campaign D,2024-08-24,42592,2965,1872.51,428,8819.39,6.961401202103682,4.709929452980224,14.435075885328835
Campaign C,2024-08-02,21159,4953,3169.69,317,6000.15,23.408478661562455,1.8929769157236196,6.400161518271755
Campaign B,2023-08-23,56909,7426,479.81,125,5176.98,13.048902634029766,10.789645901502677,1.6832749798007
Campaign D,2023-10-03,41518,3161,2082.82,111,299.56,7.613565200635869,0.14382423829231522,3.511546978804176
Campaign D,2024-03-31,58322,7139,2812.78,255,8065.36,12.240663900414937,2.867398090145692,3.5719288415744503
Campaign D,2024-08-07,52630,194,3038.21,277,7596.08,0.36861105833174995,2.5001826733504267,142.7835051546392
Campaign D,2024-12-20,75455,3130,3765.47,39,8269.09,4.148167782121794,2.1960313055209575,1.2460063897763578
Campaign D,2024-01-13,79852,6636,602.58,71,7443.18,8.310374192255674,12.35218560191178,1.0699216395418927
Campaign D,2024-08-15,6370,2325,985.56,265,1415.79,36.49921507064364,1.4365335443808596,11.397849462365592
Campaign B,2024-06-16,15218,9870,1992.29,316,5714.22,64.85740570377186,2.8681667829482658,3.2016210739615
Campaign A,2023-07-31,35680,4135,3801.85,171,1697.99,11.589125560538116,0.4466220392703552,4.135429262394196
Campaign B,2024-11-01,61680,2533,2679.84,90,906.66,4.1066796368352785,0.3383261687264911,3.5530990919857874
Campaign D,2024-02-10,6619,7375,3696.76,3,3425.62,111.42166490406407,0.9266546922169683,0.04067796610169491
Campaign D,2023-10-23,72473,1730,3352.76,46,9883.54,2.3870958839843803,2.9478817451890382,2.6589595375722546
Campaign D,2024-03-31,18125,138,4001.02,483,2549.0,0.7613793103448275,0.6370875426766175,350.0
Campaign C,2023-08-07,53631,1044,2267.11,181,757.7,1.9466353415002517,0.3342140434297409,17.337164750957854
Campaign A,2023-04-07,9850,4783,418.52,428,6559.03,48.558375634517766,15.671963108095193,8.948358770646038
Campaign D,2023-04-13,75701,9245,3803.88,458,9301.96,12.212520310167633,2.445387341346204,4.9540292049756625
Campaign D,2023-01-09,8707,7876,2136.88,386,3401.06,90.45595497875273,1.5916008386058178,4.900964956830879
Campaign D,2024-08-19,19867,1294,4441.92,416,1717.73,6.513313535007802,0.38670890065557234,32.1483771251932
Campaign A,2024-05-03,93896,5376,3283.24,135,6671.98,5.725483513674704,2.032132893117774,2.5111607142857144
Campaign B,2024-04-07,5309,9309,1531.35,460,5168.1,175.34375588623092,3.37486531491821,4.941454506391664
Campaign A,2023-08-03,32978,7380,1636.81,68,6897.87,22.37855540057008,4.2142154556729245,0.921409214092141
Campaign C,2024-07-26,39497,259,1837.04,104,3358.77,0.655746006025774,1.8283597526455602,40.15444015444015
Campaign C,2023-09-14,53792,2334,1138.38,321,2581.85,4.33893515764426,2.2680036543157818,13.753213367609254
Campaign B,2024-04-08,85233,1772,2014.08,181,3676.31,2.0790069573991294,1.8253048538290435,10.214446952595937
Campaign B,2024-09-13,23667,9134,3473.22,221,7841.3,38.59382262221659,2.2576456429480425,2.419531421064156
Campaign B,2024-05-17,35392,852,1258.01,451,5184.48,2.4073236889692584,4.121175507348908,52.93427230046949
Campaign B,2023-10-06,60614,812,4758.53,177,7645.0,1.3396245091892962,1.6065885893332605,21.79802955665025
Campaign C,2023-07-24,92902,6325,4760.05,322,9160.93,6.8082495532927165,1.9245449102425394,5.090909090909091
Campaign C,2023-01-28,6059,1646,2258.56,54,9534.54,27.166199042746324,4.221512822329272,3.2806804374240586
Campaign A,2024-02-17,33887,8291,1593.95,3,4372.26,24.46660961430637,2.743034599579661,0.03618381377397178
Campaign D,2023-11-19,81526,9184,2068.51,443,1667.32,11.265117876505656,0.80604879841045,4.823606271777003
Campaign D,2023-01-18,13686,1233,2232.27,276,9244.76,9.009206488382288,4.141416584911323,22.38442822384428
Campaign D,2023-03-11,38373,1868,765.59,492,611.31,4.8680061501576635,0.7984822163298892,26.33832976445396
Campaign A,2023-01-29,17862,1031,3110.01,95,4190.68,5.772030007837868,1.3474811978096533,9.21435499515034
Campaign B,2024-04-02,28066,3497,335.79,23,2395.12,12.459915912491983,7.132791327913278,0.657706605661996
Campaign B,2023-04-18,54717,4780,918.2,260,5000.53,8.735859056600326,5.446013940318013,5.439330543933055
Campaign C,2024-06-04,88860,1295,4558.76,413,5589.33,1.4573486383074499,1.2260636664356097,31.891891891891895
Campaign D,2024-12-19,65600,440,2583.91,190,3917.87,0.6707317073170732,1.5162563711584383,43.18181818181818
Campaign A,2023-10-01,12679,7313,1944.1,128,4581.41,57.67805031942582,2.3565711640347717,1.7503076712703407
Campaign B,2023-01-13,82199,4934,1643.79,388,4864.18,6.002506113213056,2.9591249490506697,7.863802188893393
Campaign B,2023-01-26,85136,9254,2600.26,35,5799.23,10.869667355760196,2.230250051917885,0.37821482602118006
Campaign A,2024-09-15,29578,4328,1077.24,359,524.92,14.632497126242477,0.48728231406186173,8.294824399260628
Campaign C,2023-03-03,89117,3723,4926.96,303,7414.21,4.177654095178249,1.5048244759445988,8.138597904915391
Campaign D,2023-03-07,26226,3495,3360.51,230,5227.95,13.326469915351177,1.5557013667568313,6.580829756795422
Campaign B,2023-10-25,37693,5101,3997.61,206,3516.97,13.533016740508849,0.8797681614764821,4.038423838463046
Campaign C,2023-01-14,89537,1473,499.53,347,6511.96,1.6451299462791917,13.03617400356335,23.557365919891378
Campaign D,2024-07-25,64708,4602,1506.44,223,9660.49,7.111949063485196,6.412794402697751,4.845719252498914
Campaign C,2024-01-17,22407,4162,515.39,427,6856.24,18.574552595171152,13.303013252100351,10.259490629505045
Campaign B,2024-03-16,44378,3582,2178.42,56,9833.47,8.071566992654018,4.514037697046483,1.5633724176437744
Campaign C,2024-10-21,48260,4373,1032.3,495,1360.96,9.061334438458351,1.3183764409570862,11.319460324719872
Campaign A,2024-11-07,94940,4000,1354.55,428,6625.48,4.213187276174426,4.891277546048503,10.7
Campaign D,2024-01-08,50159,9917,893.75,363,6434.66,19.7711278135529,7.19961958041958,3.6603811636583647
Campaign C,2023-12-16,32419,3277,4468.25,403,4550.6,10.108269841759462,1.018430034129693,12.29783338419286
Campaign D,2023-02-16,87920,1505,2727.93,171,8894.3,1.7117834394904459,3.2604575630606356,11.362126245847175
Campaign B,2024-03-19,38356,5855,4511.08,53,1241.0,15.264886849515069,0.2751004194117595,0.9052092228864219
Campaign D,2024-04-02,42834,4025,3168.96,303,3366.37,9.396740906756316,1.062294885388266,7.527950310559007
Campaign C,2023-08-30,95645,1301,653.88,353,3642.23,1.3602383815149772,5.570181072979752,27.132974634896236
Campaign B,2024-10-11,12883,4385,3222.86,421,2506.46,34.03710315920205,0.7777129630204228,9.60091220068415
Campaign A,2024-08-12,25618,3490,3073.76,129,9170.59,13.62323366383012,2.9835087970433603,3.696275071633238
Campaign A,2024-07-29,56911,6015,2129.95,417,7100.07,10.569134262269158,3.333444447052748,6.932668329177058
Campaign A,2023-04-05,87685,7557,3481.44,76,436.77,8.618349774761933,0.12545670756928168,1.005690088659521
Campaign C,2024-01-02,54926,6784,1495.62,54,8660.83,12.351163383461385,5.790795790374561,0.7959905660377359
Campaign B,2023-11-14,89663,9904,1511.5,85,8144.58,11.045804847038355,5.388408865365531,0.8582390953150242
Campaign A,2023-02-04,64286,7054,2674.9,170,9775.45,10.972840120710575,3.654510448988747,2.4099801531046214
Campaign A,2024-05-22,37644,1436,2820.91,302,2595.91,3.814684943151631,0.9202385045960346,21.030640668523677
Campaign A,2024-04-12,95535,3050,4985.81,495,3520.54,3.192547233998011,0.7061119457019019,16.229508196721312
Campaign A,2024-10-04,38409,3688,399.77,59,9458.2,9.601916217553178,23.65910398479126,1.5997830802603037
Campaign D,2023-06-16,2966,1227,761.8,157,2549.25,41.36884693189481,3.3463507482278816,12.795436022819887
Campaign B,2024-03-07,85135,2867,364.72,173,7574.73,3.3675926469724553,20.768617021276594,6.03418207185211
Campaign B,2024-08-25,47372,7150,2168.24,163,7044.32,15.09330406147091,3.2488654392502676,2.2797202797202796
Campaign B,2024-10-03,68549,2842,1299.04,328,3648.51,4.145939401012415,2.80862021184875,11.541168191414497
Campaign D,2024-12-26,65917,9277,3059.89,412,4001.13,14.073759424731099,1.3076058289677082,4.4410908698932845
Campaign A,2023-09-08,89035,1120,2455.72,398,7341.6,1.2579322738249004,2.9895916472562023,35.535714285714285
Campaign D,2024-03-13,38407,5673,3687.73,179,6370.77,14.770744916291301,1.7275586878648925,3.155297020976556
Campaign A,2024-07-04,55475,8344,1772.4,100,147.98,15.041009463722396,0.08349131121642969,1.1984659635666348
Campaign A,2024-03-20,99541,7608,246.66,103,7263.36,7.643081745210516,29.446849914862565,1.353838065194532
Campaign B,2023-01-31,50872,224,1984.41,110,7838.63,0.4403208051580437,3.9501060768691953,49.107142857142854
Campaign C,2024-08-02,6163,6479,3798.47,382,6200.7,105.12737303261399,1.632420421906715,5.895971600555641
Campaign A,2024-01-04,10846,4844,3026.65,98,865.91,44.66162640604831,0.2860951877488312,2.023121387283237
Campaign B,2024-08-18,32878,1430,2999.89,146,857.17,4.349412981324898,0.2857338102397088,10.20979020979021
Campaign B,2024-11-16,16899,4412,4299.38,389,7748.57,26.10805373099,1.802252882973824,8.816863100634633
Campaign D,2024-04-16,15367,643,1841.18,116,1283.34,4.184291013210125,0.6970203890982956,18.040435458786934
Campaign A,2024-03-12,53812,4695,486.51,233,3411.14,8.724819742808295,7.0114488910813755,4.9627263045793395
Campaign A,2023-01-05,3166,5538,4551.4,287,7744.45,174.92103600758054,1.7015533681944017,5.182376309136873
Campaign B,2023-06-04,99309,8952,2255.7,382,8103.9,9.014288735159955,3.592631998936029,4.267202859696157
Campaign D,2024-10-12,96480,4071,4977.65,27,9485.87,4.2195273631840795,1.905692445230179,0.6632277081798084
Campaign B,2023-05-02,55276,3022,3280.29,197,6148.19,5.467110500036182,1.8742824567340082,6.518861681005957
Campaign A,2024-02-26,68961,3464,2596.06,241,4762.17,5.02312901495048,1.8343836429050178,6.957274826789838
Campaign D,2024-05-21,98931,6069,2292.33,249,5270.52,6.134578645722776,2.2991977594848914,4.102817597627286
Campaign C,2024-09-12,99509,6757,3583.09,283,4223.7,6.79034057220955,1.1787870246072523,4.188249223027971
Campaign A,2024-10-14,75154,2618,2065.7,174,5146.17,3.4835138515581345,2.491247519000823,6.646294881588998
Campaign B,2024-12-30,2558,4228,1920.37,282,4910.2,165.28537920250196,2.5569030967990543,6.669820245979187
Campaign A,2024-02-08,18685,1548,1343.28,225,8954.08,8.284720363928285,6.665832886665475,14.534883720930234
Campaign D,2024-05-07,50588,9104,1146.71,409,3869.03,17.996362773780344,3.374026562949656,4.492530755711775
Campaign D,2024-05-30,52557,2967,4505.67,406,980.62,5.6452993892345456,0.21764132748292705,13.683855746545332
Campaign D,2023-02-14,61550,5598,1260.25,50,2146.07,9.095044679122664,1.7028922832771276,0.8931761343336906
Campaign D,2024-04-22,15599,6917,4261.78,308,8725.88,44.34258606320918,2.047473121559536,4.452797455544311
Campaign A,2024-07-12,10519,2694,3290.02,325,9477.59,25.610799505656427,2.8807089318605965,12.06384558277654
Campaign D,2023-07-22,58483,2310,4732.02,365,9278.33,3.9498657729596633,1.9607546037421648,15.800865800865802
Campaign D,2023-07-20,57803,3199,3706.37,84,932.82,5.534314827950106,0.25168021541292424,2.62582056892779
Campaign A,2024-12-14,14954,7075,3869.96,488,5748.26,47.31175605189247,1.4853538537866025,6.897526501766785
Campaign A,2024-01-27,75151,8206,1486.21,172,4444.12,10.919349043924898,2.990236911338236,2.096027297099683
Campaign A,2024-11-20,74193,6165,1748.91,198,1028.57,8.309409243459626,0.588120600831375,3.2116788321167884
